Open	87.4172618963904	89.1908780940075	93.5207868249492	87.9712743267034	80.8866483019423	112.562081937969	141.486648752654	150.35676036647	162.190278422105	37.7091280355685	59.6478000041074	97.7028024564802	25.8813507771697	69.4894513338312	45.6221266911134
0	46.1823797472586	86.2465904145201	76.1741061881588	71.3730083680631	60.2660693859123	63.6528746864586	47.0458585799101	50.9579746267412	53.9221927567824	26.9396917208958	40.4677951448013	61.8484349338089	19.5093071314411	42.705549323582	24.7070587233689
1	70.7764033483613	52.2533233194136	53.104522542988	48.97345899472	45.2652725564171	60.5856970834943	72.7113864530859	85.8234084432097	95.8334126520078	12.6248660401498	29.0332391011566	43.9470316500686	17.7032561999198	34.2745007660214	17.7293622637702
2	77.3263263839354	54.5457889920469	93.8886069691232	49.7362188747486	45.093238760139	87.7735613752797	124.67177791813	106.076984010152	112.916256611925	96.4277273988535	31.4552536230436	45.3397330059408	107.781512075391	102.878211450538	18.3424514986411
3	72.7184818354316	83.8003954732912	84.0782569058731	69.6304184828728	56.2814177156191	57.1119484494269	83.136989895834	86.2468417792211	91.9672989885535	32.325952781782	52.8984312022578	69.1420477130957	31.2590448096227	49.9645255097054	22.1396446272292
4	72.6816199074869	86.2652297846612	90.4787939115924	83.3520220225544	81.3144024535777	68.7295742000487	98.102477839553	114.505042116494	136.057446285053	35.2467693597583	63.7277265339036	106.70813988375	35.2188297113916	87.1011753237004	53.8540494927726
5	72.8325746055981	70.0635913734924	66.7110305318282	43.6683956151965	41.0702508570914	90.7245926812708	101.246655946616	100.504847391835	107.781264182879	17.2622204078734	57.9672294517825	68.8151662476674	47.4156755603629	56.6927659793037	17.5410589501461
6	77.7187913935034	50.6305150969581	54.9262886173215	41.4142091534693	40.1162758722242	98.9001948019234	109.680359752767	108.498785164245	114.403689301318	15.8026284626957	29.7386700023152	42.2950572899588	31.4022154312494	39.5437583319909	15.731022851312
7	63.216240610408	47.0393120580489	47.1320239888985	43.6176942289032	41.5810054408524	25.9726322425683	37.0519011235712	52.2631706628377	68.1196417070113	11.7816157824468	26.8410948453151	43.1582530816772	16.0466747000742	33.4196676816227	17.715908307397
8	53.1917397253559	45.1377850338549	44.3915041977505	42.4651234465414	42.004041768806	52.6879309719266	62.702607952452	72.940281552651	81.9101805015323	11.8978714755371	26.3353966963192	41.7179710045455	14.9293762207568	31.448885993887	17.5010488299873
9	68.4470362268733	44.8718443438645	44.7910320141209	41.3815195351741	40.8922465106773	53.0494460744775	64.0375493023499	77.4040106263422	89.2366953919793	11.1328454246882	26.3157402574961	40.5788427514882	16.0400184516727	31.1710851030246	16.4013547772738
0	63.5697597498213	47.4610505129585	47.4650623522776	41.8228768959047	39.5210251752153	41.5209068531457	51.42724470873	64.9530866233469	77.2912583689126	10.186292597329	25.3386780438838	40.027622842702	16.4848698529166	32.5629687544241	17.2079026511077
1	43.1575542690306	47.5123934229292	47.3647780372116	43.1827311308198	41.9146441811709	27.2309122200065	20.8758867207503	13.0204335083378	14.656804844672	9.79585778174122	24.9614773740686	39.2229997733536	16.0722783611063	31.5875577431684	16.8506474856233
2	50.9178724194531	69.7749312881337	56.7883920921644	48.140962380423	45.008441921244	75.2409819425092	72.8365421047333	78.5563083508244	84.118021579498	16.8446395762488	36.7960094387753	51.3311703283813	20.1400662529159	34.974430441265	15.6308131406814
3	53.2958133886744	61.9066502064391	79.5791582837265	74.4067632808235	66.4225261069195	14.3401795710514	38.7812090380122	49.6016598031366	61.61990485955	38.9296543454986	50.3645908368379	63.4600403363408	23.7641916448277	48.0697801689377	25.4135598185713
4	53.5447224000648	57.5998096875328	60.0899773880803	52.8906201193557	45.4348810696143	12.121173023268	13.7888848976268	18.9247738356367	33.8138800898389	10.3973486668477	24.6571800303684	41.4980412772699	17.2938457796408	35.7958897396056	18.8915755827829
5	64.8799305869696	64.0851159449681	79.8000974431109	72.9620789375748	60.9433228017639	93.0625533533762	109.057509281204	115.376343746051	112.957151629501	44.0931149161635	50.8501716115187	59.2575132367196	23.6114661357761	44.1901804473573	22.4830488999357
6	62.8445983199479	47.9136989495113	46.7539550239859	42.1625236725329	39.6796023495813	35.7863720538755	47.1165388643192	61.3710951580962	73.7427424492532	11.6325101165871	26.8300539852252	41.1098671648608	16.153782831077	32.0342340343889	17.1188430916228
7	75.9175913284293	47.6371142002252	49.6600851995121	49.5032324674541	44.2683687878828	43.871903705799	56.0279729154679	70.5266243526826	84.5171374060291	13.0530932319546	26.9041608014095	41.0012879474402	14.7806219727047	31.1315909892765	17.8925880718134
8	64.5384102448178	48.4642056202981	51.242092994264	43.9122182417707	43.3737722391182	85.0013277834033	95.7473516476779	97.980806242409	104.359655244843	13.7063704351705	27.5556990050457	41.5815985453791	17.1301231371752	32.3423850661571	17.108972614976
9	64.6867910171775	46.1492458584103	45.5531156503043	43.6896438868526	42.1116235969358	23.0305741804237	33.3122529752942	45.6962942451573	61.0320472500309	11.7671056105569	24.543749898905	40.20697422351	14.9450192214664	32.0821234543476	17.6171856393126
Close	45.9366620170967	45.50213986087	44.4850003311295	41.6671933959987	40.6046287949711	20.656309602337	20.1673454619119	25.9231878703237	34.7087137211695	12.6326403267765	27.3308097862412	42.4812082726669	15.3925187021293	31.8150909938193	17.249874653933
