1 -4.9203 52.329 -45.5377 -18.2802 40.753 -2.95831 -20.0768 38.577 8.35899 -19.4785 28.876 20.6616 -23.7234 14.829 27.6202
2 0.325798 44.359 -9.6265 -13.7934 54.626 -38.6209 -22.594 56.448 -35.9104 -39.0006 47.553 -15.1787 -77.6386 18.923 -4.4998
3 1.2735 41.958 3.9242 -40.9967 42.23 -65.653 -69.409 39.897 -50.509 -71.8396 35.272 -37.6784 -17.8466 45.014 21.8502
4 5.4587 41.223 1.4925 -28.8613 50.161 -65.122 -54.668 54.562 -50.906 -59.0743 46.396 -40.9691 -68.7249 30.558 -8.5166
5 -40.26 57.615 39.5651 -30.3951 -33.644 10.0892 -21.5811 -40.27 9.0801 -5.3064 -42.245 6.9001 5.3949 -38.462 -3.5374
6 -2.3665 66.549 30.2012 -39.818 -14.231 18.6477 -32.7811 -24.012 17.8445 -20.3462 -33.309 12.1836 -13.9886 -35.086 -1.5542
7 29.5908 40.211 50.8657 -18.5264 -29.624 32.4457 -19.4242 -36.086 23.5457 -16.7447 -39.435 7.7345 -19.0745 -33.751 -6.0866
8 -50.7066 13.718 -12.6704 -16.1094 -44.243 -27.318 -5.4139 -48.365 -29.2276 9.815 -45.196 -19.3781 24.0393 -34.966 -15.5877
9 20.8386 41.396 53.6924 17.9525 -5.26701 39.7014 19.9195 -15.959 34.185 17.7044 -26.509 22.8666 6.5138 -36.115 15.6818
Close 33.3666 45.089 -21.611 24.7279 37.292 -8.6353 14.7361 41.992 -3.1844 0.710598 40.037 4.2266 -14.8837 35.958 3.191
Open -67.8506 22.873 25.6298 -40.2612 25.994 -61.6156 -4.1851 15.573 -76.8815 17.7094 2.41501 -71.1632 49.3143 -15.705 -47.7032
0 -45.5479 8.20599 8.284 -48.2673 36.184 -18.2183 -52.6798 28.591 -26.8631 -49.4353 10.44 -24.8234 -37.1744 -3.925 -29.5092
1 31.1454 36.913 -58.8754 4.4568 -12.461 -33.4008 6.0134 -19.572 -30.2465 6.4939 -26.947 -18.3162 -0.3284 -30.431 -8.4427
2 -6.40378 46.481 -53.9265 -36.7283 -4.048 -32.5112 -66.1874 -5.82901 -19.4655 -8.93326 -23.217 -23.6186 -8.77831 -27.859 -11.878
3 23.892 36.657 -11.0652 -10.835 18.179 -71.0946 -43.6473 21.797 -61.3187 -42.6608 27.533 -51.9742 -47.6507 23.095 -28.9561
4 -6.2416 34.139 -1.9704 -10.6122 9.08199 -74.9151 -42.8316 3.17999 -66.0242 -57.6805 2.92799 -46.6164 -70.3148 5.93199 -3.1425
5 -60.1868 26.66 -17.5314 -18.5391 9.619 -57.3239 -5.3543 -4.039 -60.5577 -10.2071 -23.737 -34.3787 1.4267 -28.743 -25.1975
6 -22.2469 -41.388 -36.0634 -3.8236 -39.373 -15.5755 1.7214 -41.419 -6.99299 10.6706 -36.698 4.15901 23.4051 -28.424 7.72761
7 -34.754 42.559 8.29046 -50.2073 40.22 5.02305 -57.7929 32.358 6.39546 -33.1464 1.048 15.3535 -35.1706 -11.933 6.06035
8 48.612 36.028 -29.0067 7.3205 51.923 -34.2214 -1.4949 56.734 -30.3863 -11.1143 42.956 -7.4007 -22.6469 32.034 -7.1363
9 10.8257 6.591 48.0463 7.32169 28.094 44.7863 10.2444 19.389 49.7824 15.8724 0.206009 38.2833 8.71313 -13.804 35.4731
0 -47.8231 8.938 18.6346 -46.2317 27.992 14.8978 -50.4215 17.088 14.824 -56.5208 4.714 3.97637 -48.539 -8.993 -6.2104
1 6.0164 57.685 -45.1826 -23.4269 40.38 14.8492 -21.4062 36.293 24.4776 -12.6755 21.603 32.9354 -15.3075 6.245 35.9981
2 -6.87592 29.786 -40.1433 -55.4621 37.617 -28.8814 -70.5252 30.319 -21.6547 -11.4432 36.938 17.4731 -17.379 24.525 26.4642
3 -11.1113 37.906 -2.4058 -37.9395 31.152 -69.8512 -49.1572 25.071 -72.5902 -63.1364 22.095 -46.0925 -25.4934 38.823 15.431
4 -13.3809 35.624 -9.3975 -13.5853 26.255 -82.3135 -42.6496 17.139 -77.1669 -59.3292 9.798 -56.189 -76.0765 4.80299 -12.3408
5 -48.9051 18.359 -17.2415 -8.2368 58.354 -60.8758 -20.6158 27.865 -64.8319 -20.9953 8.55 -61.176 -14.1615 -11.703 -51.8336
6 -19.9185 -28.267 -45.5729 1.0485 -31.415 -29.162 7.9748 -34.751 -21.4419 19.1711 -32.445 -11.9838 29.1503 -23.153 -4.30241
7 -23.6371 37.952 35.1716 -55.6611 -12.991 7.0002 -52.8289 -23.34 2.7621 -25.5022 -32.559 1.2499 -18.3636 -31.807 -11.9581
8 19.0808 -28.045 -18.4847 -5.9584 -37.797 -20.7598 1.9505 -40.637 -15.9265 14.4602 -35.33 -7.80742 27.339 -25.451 -5.94842
9 -31.0547 -5.64301 -29.2352 -23.0272 4.259 -40.0029 -29.5023 11.024 -36.037 -31.6678 18.724 -23.0078 -34.0535 19.014 -6.875
Close -8.4964 -55.878 -14.8703 13.0897 -40.878 -15.0696 22.4186 -37.104 -13.228 30.7901 -23.531 -9.70121 35.2315 -8.815 -15.1035
Open -66.8585 9.933 23.083 -52.4995 10.638 -65.6845 -18.8387 8.024 -85.0492 8.585 1.241 -82.5101 39.3975 -9.46399 -63.1886
0 -51.529 12.415 19.6629 -43.29 -10.759 24.5106 -39.7376 -20.846 25.9898 -28.0497 -30.313 20.625 -30.3823 -38.182 -2.5373
1 -15.3285 -10.324 -51.779 -8.9394 -16.894 -43.8118 -1.6512 -25.994 -35.3765 12.0605 -26.846 -29.1351 25.0179 -21.371 -21.4155
2 -16.9582 -13.077 -46.9982 -11.0946 -19.364 -45.0803 -1.6599 -27.666 -37.7608 10.9638 -30.082 -26.1294 24.5546 -22.733 -20.831
3 -17.8614 -14.982 -35.1125 -18.032 -32.636 -33.764 -5.57804 -32.061 -34.8817 9.22315 -24.597 -35.9566 20.7383 -14.263 -29.5397
4 -17.4802 -16.597 -34.3116 -33.4587 -29.836 -26.117 -25.7254 -29.437 -34.3907 -10.284 -23.366 -40.4022 8.48687 10.309 -65.2079
5 9.09777 3.715 -43.5037 8.91797 -16.672 -41.5484 20.0595 -17.897 -36.8529 29.6546 -14.91 -22.7076 36.3968 -5.14301 -12.9973
6 -15.6486 50.826 -18.8611 0.332302 56.987 -59.5237 -13.7228 44.999 -69.8696 -27.961 20.754 -70.2935 -24.9586 -41.414 -61.6466
7 8.0161 62.032 12.9009 -65.3174 38.058 21.1986 -27.4946 4.694 34.8738 -22.6485 -11.183 29.7407 -25.9367 -22.37 18.3315
8 55.4451 25.571 -16.4063 16.6498 42.337 -3.5417 6.5306 44.57 1.5894 -7.4998 39.424 7.33265 -22.1929 32.575 4.05783
9 -3.0053 33.431 63.8411 -24.6127 -9.769 66.4423 -15.807 -22.712 65.6354 2.2292 -32.846 51.2004 17.1126 -31.406 26.3386
0 13.911 55.361 45.1963 -25.872 54.971 21.7646 -38.3357 50.989 18.1346 -48.8183 35.33 9.4369 -51.8691 16.022 -0.212
1 -4.5996 51.439 -58.1332 -33.307 40.747 -4.5128 -34.7469 41.077 5.6856 -31.0096 32.361 19.8643 -31.6821 16.062 25.2076
2 -18.4397 37.192 -41.6502 -71.4524 34.835 -24.6631 -27.6566 46.046 11.6476 -19.3064 36.509 25.444 -20.1123 20.798 31.7276
3 -28.1818 27.464 -11.7048 -21.139 36.547 -69.6778 -45.8461 18.913 -65.5528 -26.0411 32.101 9.1386 -31.7517 17.879 13.1443
4 -33.8937 22.199 -4.5586 -29.7264 52.798 -49.5502 -51.6226 32.618 -40.5491 -53.1507 26.625 8.5179 -44.6999 7.565 14.3731
5 42.3815 14.271 -35.1952 42.4009 24.016 -52.3049 47.8156 10.881 -53.312 44.8586 -6.75101 -47.6373 31.7682 -21.104 -39.6272
6 27.8023 44.056 23.8058 45.1399 26.676 12.2177 49.6601 17.558 8.3154 47.5686 4.907 -1.3844 40.8604 -0.368988 -16.3677
7 -51.7533 -16.864 9.8261 -38.6546 -16.131 13.2531 -35.5855 -11.056 22.4609 -59.8312 20.963 18.701 -20.7497 15.98 31.6912
8 -29.7232 38.817 -8.75283 -40.9729 24.32 -0.21657 -33.706 33.031 1.5959 -18.1205 38.47 3.34982 -3.5467 40.363 -5.25558
9 -29.2393 -53.712 0.1999 -26.055 -54.313 18.8062 -21.7599 -54.214 29.3777 -12.9095 -42.625 40.5555 -6.069 -23.801 47.2225
Close 16.4314 -32.811 -36.1625 20.9967 -23.77 -30.4157 20.1158 -31.54 -24.7449 12.0538 -36.994 -14.1953 -1.3395 -36.637 -7.5435
Open -51.3262 42.004 38.6357 -48.3358 19.891 -65.3768 -27.8166 12.961 -80.2003 13.2297 5.496 -80.0069 47.9621 -13.638 -58.3178
0 -20.7121 28.363 47.6058 -35.88 24.517 34.2016 -42.3111 15.34 31.8911 -42.0947 -0.792999 23.8061 -45.0406 -9.505 6.8708
1 22.2203 50.892 -42.9916 -12.1627 38.035 20.3684 -12.2713 31.975 28.4564 -19.9822 19.652 33.8194 -21.9552 3.44202 33.8374
2 0.440598 -47.711 15.9166 -21.9178 -57.717 -54.6197 -40.6473 -32.139 -68.2818 -60.731 -5.399 -54.8431 -61.4709 19.059 -35.0043
3 2.5648 -21.966 -39.1067 -12.8631 -36.444 -30.8638 -0.300102 -37.035 -29.2075 15.0528 -31.662 -26.0334 22.7044 -19.721 -45.6742
4 -19.0804 41.745 -15.4174 -70.0187 30.471 -28.0989 -65.7284 13.9 -70.5118 -21.8136 10.367 -89.0938 3.9111 14.587 -78.1008
5 -57.4653 39.662 15.6587 -44.4786 19.569 -70.3347 -18.7322 9.11601 -87.2053 9.6391 -17.362 -82.8382 36.6128 -42.642 -56.5682
6 -8.7736 40.21 -34.905 -9.5311 40.926 -27.3247 -18.3885 33.584 -32.2712 -20.9156 19.496 -35.8051 -18.253 2.504 -36.8111
7 -36.261 15.747 0.575005 -45.4252 -4.755 6.14201 -46.23 -1.548 -4.9549 -35.6995 1.64799 -17.984 -25.3825 10.281 -24.2865
8 -6.3217 50.124 -7.4 1.1561 44.023 4.4142 8.7529 43.055 9.8604 19.2612 33.089 14.0664 30.3716 21.255 11.6566
9 25.5156 30.153 41.185 9.5516 16.82 56.0278 3.2654 9.69 62.6892 13.8433 -10.665 44.8679 3.1052 -20.008 36.8926
0 -31.1715 28.903 31.8216 -58.8422 12.072 11.0638 -60.1157 0.736008 9.2963 -52.1017 -13.529 -3.3942 -39.461 -25.258 -13.7511
1 -19.6322 35.408 -24.1243 -33.2932 35.838 -8.2776 -38.6639 33.04 -0.935898 -46.9436 8.50999 -2.2787 -44.629 -6.60899 12.2448
2 -47.2275 42.849 -10.1492 -23.7462 7.763 33.7327 -17.7645 1.812 40.0547 -17.5007 -20.588 38.1677 -3.3999 -27.55 31.2704
3 18.7573 39.942 -10.7974 -25.6327 21.853 -68.8741 -50.8619 16.701 -62.5091 -46.5817 27.027 -50.6124 -56.2549 16.742 -22.1331
4 17.8848 33.95 -16.4761 -9.5273 15.951 -77.0733 -34.1886 11.634 -74.4858 -61.3495 -3.547 -48.6011 -73.3399 0.703995 -6.7781
5 -20.5559 45.991 5.4102 -45.6449 9.94899 -29.3717 -36.5175 -6.83 -9.1217 -27.6776 -17.799 -7.0181 -17.7065 -24.46 -12.7015
6 7.8806 39.83 -28.3385 5.7496 32.23 -30.9288 -3.5802 29.445 -33.5895 -15.5451 20.563 -30.0047 -21.9364 7.23601 -26.5467
7 -31.5053 10.046 33.0035 -18.9575 6.62599 32.2552 -21.7356 -2.757 30.1424 -22.617 -13.678 23.0718 -27.0757 -18.716 10.2861
8 38.6444 30.859 4.6214 25.482 28.058 6.8692 17.2073 33.218 7.5819 4.9212 34.644 4.6847 -7.7991 33.11 -2.8113
9 -22.0217 6.589 49.7076 -41.4544 -1.53099 30.3498 -42.7699 -11.158 26.7648 -51.9113 -22.85 14.4234 -36.3503 -42.608 -2.6226
Close 27.9442 15.5 -29.2091 29.6459 35.435 -46.3462 18.8807 45.367 -44.6579 -0.766499 46.944 -41.3817 -18.6575 43.287 -28.938
Open -91.0889 5.668 24.3544 -42.7293 22.981 -84.1416 -4.7921 15.265 -98.8141 21.3816 9.004 -90.249 51.4889 -2.207 -64.4458
0 -58.4804 7.06401 3.6903 -58.6663 10.449 -38.9174 -57.7627 -1.37799 -51.3429 -46.8899 -19.845 -41.6114 -27.7404 -29.114 -39.3011
1 -2.2128 48.594 -63.2626 -30.7185 43.662 7.8042 -29.4973 40.987 19.0943 -37.0172 26.787 31.8146 -31.3224 9.05899 38.2855
2 4.3196 40.183 -67.398 -87.4051 3.746 -33.153 -19.8795 38.666 31.1141 -12.8213 26.55 38.9698 -12.1558 9.05901 41.5695
3 -2.6143 44.935 -3.6069 -65.3656 8.54401 -61.1126 -79.1041 0.262009 -55.3829 -89.682 -0.541 -14.3036 -7.6927 37.597 29.9713
4 3.0871 32.158 -46.4571 -66.7286 4.84799 -59.8801 -80.5087 -1.386 -52.8936 -88.0564 -15.436 -14.2318 -77.3518 -9.21201 27.5005
5 -60.9866 24.261 17.0471 -42.1966 20.39 -61.606 -46.2083 -3.582 -73.9261 -29.4267 -23.787 -73.8792 -4.9139 -42.5737 -64.9635
6 -63.493 7.181 4.3006 -55.035 0.959 -28.7743 -52.1436 -12.306 -30.3257 -38.0024 -26.854 -33.3528 -5.4298 -46.2351 -59.0231
7 -6.4997 29.635 27.0282 13.319 44.727 26.8161 18.7326 38.37 34.3436 -76.4437 2.44101 22.5714 9.714 5.52101 40.0358
8 -56.77 -3.965 1.5785 -43.8439 -12.862 4.1651 -39.4905 -22.989 1.2881 -42.3875 -32.031 -20.6755 -23.6167 -34.954 -24.934
9 -22.7187 -25.06 46.5925 -54.6914 -38.558 22.1541 -54.3865 -47.35 15.6337 -43.994 -66.055 -14.9011 -19.126 -63.356 -23.6116
0 -54.3179 16.649 6.47318 -59.5269 24.923 -23.9419 -59.0794 3.85201 -30.5489 -50.8146 -17.007 -32.9931 -34.3431 -28.321 -30.6022
1 19.8843 31.886 -27.3196 -7.52626 59.842 -52.4503 1.89387 47.575 11.0833 -7.42538 37.752 21.0388 -19.6473 26.446 24.9161
2 44.7599 27.724 -20.2616 0.904701 60.753 -49.0749 -0.0228004 48.092 13.0233 -13.6044 39.524 17.9642 -79.3739 -7.68201 -30.3429
3 13.9738 53.826 -17.2151 -63.5413 12.434 -67.7468 -85.5347 0.447006 -45.0476 -91.5563 -1.351 -0.882999 -18.9036 44.065 26.4262
4 4.2581 31.98 -41.2563 -57.5818 20.765 -70.2565 -81.749 8.854 -50.6244 -88.3114 -10.293 -15.6535 -77.2532 -13.632 30.4309
5 -61.5785 18.003 12.6385 -47.8814 22.449 -58.7432 -45.9322 6.203 -68.2225 -35.9991 -7.504 -65.0762 -19.2191 -25.604 -54.6626
6 -61.7567 11.159 0.7299 -52.7764 2.64099 -4.99689 -51.0568 -9.127 -4.6764 -41.4029 -23.507 -11.989 -20.381 -36.828 -47.1972
7 -30.1567 38.004 -5.5466 -58.7883 0.861008 24.5653 -66.7242 -11.171 20.5594 -27.7005 -16.715 31.9757 -21.2531 -27.377 22.0427
8 40.1854 44.603 -34.6327 2.3053 55.853 -40.3902 -8.9922 60.172 -39.4272 -17.6766 44.984 -16.0298 -29.9731 33.509 -9.01105
9 -18.8928 -16.063 53.7735 -11.0869 -9.86101 48.7275 -7.35497 -20.527 46.1628 -5.67607 -31.976 34.9565 -11.1938 -39.3621 18.8801
Close -0.6339 -26.426 -41.9256 -15.2137 -28.649 -34.5907 -6.6192 -34.19 -35.2675 7.0983 -35.122 -23.6495 23.0497 -28.406 -18.8605
Open -76.4802 4.468 -1.8947 -31.2581 5.94301 -81.9117 -3.2918 11.919 -87.9644 23.3417 3.826 -78.3354 55.3115 -8.614 -50.6286
0 -51.622 16.688 23.0354 -51.6132 10.227 16.3237 -52.2509 -0.820999 18.0196 -55.1379 -17.501 -2.87226 -40.823 -29.463 -8.60159
1 2.4503 30.655 -26.4743 -0.0528011 48.201 -25.577 -11.4923 47.889 -30.6782 -24.5048 39.046 -14.8211 -33.5488 24.076 -14.2074
2 -43.2674 -30.801 4.6626 -78.6237 6.90201 -33.2951 -55.3117 -29.5 -36.9925 -4.8856 16.993 -87.3646 -10.1263 -36.348 -42.9833
3 -19.9585 -33.451 -16.5271 -54.6037 26.61 -65.3373 -29.0898 23.161 -85.3351 -2.0771 25.469 -83.0288 10.088 -39.888 -23.4004
4 -35.0853 -40.041 3.4596 -77.4485 25.674 -36.0245 -53.8979 37.349 -63.3447 -4.7302 29.003 -82.4244 30.7058 27.229 -69.5017
5 -51.9477 27.849 12.6246 -46.1007 16.149 -20.5912 -45.3255 4.74699 -24.7293 -36.8508 -10.272 -26.6946 -23.604 -21.333 -29.1797
6 -25.0828 26.553 -35.2589 12.0892 32.589 -46.1064 18.0261 20.676 -49.9851 17.0531 -0.757004 -46.8312 22.0524 -20.478 -37.9325
7 -43.3725 -0.197998 19.869 -48.1505 54.513 19.4723 -32.1645 -10.938 -13.8126 -23.8867 -8.47499 -23.332 -14.2389 -1.689 -30.2142
8 -35.9984 -12.757 -28.8546 -22.6329 -20.784 -39.7001 -14.3988 -28.168 -38.5885 5.1588 -29.193 -41.9654 27.5423 -26.607 -40.0452
9 -24.7166 -26.655 -36.3829 -47.0964 -21.68 -16.1335 -50.4707 -9.688 -17.2772 -30.3165 6.213 -34.0267 -27.8361 18.588 -23.6849
0 5.214 -7.088 -43.5571 -29.615 5.186 -51.2786 -33.1536 16.697 -48.6057 -42.9512 31.869 -28.6196 -37.466 34.029 -11.6656
1 -55.7875 -0.949005 9.6654 -27.1581 24.887 -64.6762 5.8043 -31.024 -20.5416 16.576 -25.906 -13.5351 25.5562 -15.945 -12.6706
2 -42.6502 -22.136 14.3767 -62.2269 -8.164 -39.1679 -64.0826 18.402 -43.0756 -17.6983 -20.187 -54.6383 16.8073 25.221 -63.2727
3 -7.1735 -32.302 -16.0256 -38.9476 7.36301 -64.3883 -17.3944 -5.39799 -74.9346 7.1422 15.901 -72.2017 16.8592 -28.858 -31.9477
4 -37.0399 -17.958 3.98 -61.85 21.02 -41.0438 -38.0909 24.997 -65.492 -2.5632 18.794 -74.3175 25.6932 17.689 -63.0166
5 -48.3259 29.466 4.017 -27.9682 13.839 -61.9949 -22.9096 -2.60901 -70.0037 -31.0996 -17.803 -28.9291 -17.8169 -31.08 -26.0257
6 -13.7569 27.121 -47.2229 35.1328 14.657 -48.1831 39.8269 -2.85901 -47.6379 32.6431 -15.939 -39.2458 27.6039 -26.64 -25.1722
7 -50.2709 14.246 11.6122 -33.171 14.753 -33.8989 -24.4702 -4.03401 -33.1536 -10.755 -4.28201 -37.748 4.3214 -4.054 -36.4121
8 -32.3285 -11.071 -32.2649 -14.9077 -29.256 -38.0438 -7.1723 -34.525 -39.0188 17.1935 -27.189 -48.3713 24.9433 -22.7 -33.9728
9 -15.1381 1.95801 -42.0578 -52.2325 -14.782 -27.9052 -58.7495 -6.522 -23.0545 -58.9431 13.387 -11.3205 -43.623 37.649 -0.6588
Close -30.6481 -14.958 -23.4624 -5.7121 -41.069 -10.7371 2.0615 -43.119 -7.45082 17.3784 -37.037 -10.6993 28.239 -26.412 -6.03712
Open -35.5669 40.831 51.8734 -76.6609 15.813 -31.8757 -53.365 12.405 -65.9447 -22.2116 1.478 -77.7014 20.7549 -7.535 -73.1337
0 -30.6496 36.746 16.8189 -59.1174 34.964 -40.0132 -64.1418 27.071 -43.6507 -57.5989 -0.952026 -44.8934 -38.3264 -35.915 -42.3381
1 8.8578 20.863 -58.4437 8.5452 47.095 0.967999 7.542 48.636 10.1553 6.1848 39.217 21.903 -2.40519 27.773 30.1567
2 -43.1239 -36.387 -8.4862 -17.5071 -32.731 -29.9042 -6.59316 -31.873 -33.3338 8.62142 -22.997 -31.4602 14.5941 -8.75 -34.2735
3 -37.0666 20.889 18.0248 -69.9123 23.316 -51.7791 -57.664 23.707 -71.8658 -20.7736 30.77 -82.1014 -2.2438 20.528 -69.6912
4 -55.1014 -3.685 11.3539 -58.7229 -26.953 -40.5724 -47.6675 35.179 -75.9139 -1.2454 33.079 -85.259 4.7176 -40.99 -24.5221
5 33.5678 16.747 -20.8646 42.4867 21.105 -44.5832 38.6116 33.431 -40.6832 23.6833 44.528 -33.242 11.0412 48.415 -14.5203
6 -37.8588 33.552 -44.1435 -34.1917 6.58501 -32.7625 -37.714 -3.07899 -29.8784 -33.1889 -17.477 -30.378 -21.7474 -29.128 -24.4281
7 -44.3483 19.094 -3.54715 -57.8672 20.972 -8.46545 -62.4803 12.111 -9.52445 -57.4049 -3.51399 -10.6362 -44.9321 -18.159 -23.9102
8 23.1016 44.603 -19.5763 16.8741 38.187 -10.3047 9.606 42.148 -6.04971 -2.9354 38.905 2.80535 -15.4139 32.04 1.72183
9 18.4755 14.576 54.2608 8.9811 1.591 50.5393 14.0273 -8.965 45.4075 -19.2043 -26 48.9678 -18.4862 -41.436 30.9328
0 -52.1954 12.705 10.7392 -41.3438 1.858 10.6798 -38.8738 -9.30099 10.8968 -31.8449 -21.434 6.91567 -23.8401 -28.92 -4.2657
1 -43.2215 -31.173 3.3822 -40.5329 -27.932 -3.4451 -34.5506 -34.019 -10.6876 -15.4168 10.202 -83.3852 -4.9089 7.71399 -69.3876
2 -37.0983 -2.99901 -15.546 -72.6723 20.2 -16.9105 -45.9558 -13.393 -21.0467 -31.0937 -17.397 -29.6307 -16.156 -12.489 -38.2445
3 -34.1652 23.383 9.5199 -52.7629 33.889 -55.063 -44.4781 31.607 -71.8237 -14.2472 34.094 -74.6021 1.0499 24.889 -60.8407
4 -52.889 10.685 5.0394 -58.262 33.679 -55.8637 -39.3748 34.457 -71.7593 -10.3151 31.431 -72.3799 19.61 39.343 -31.2521
5 -48.8462 30.604 -19.318 -5.0494 30.914 -56.2366 -3.4364 23.492 -61.9081 -13.6806 -7.05299 -49.4832 1.39 -20.894 -45.0404
6 -7.92 60.902 24.0333 -27.8407 43.748 -2.1936 -34.999 39.433 -5.8251 -26.3363 45.626 -39.5322 -25.742 24.024 -43.7098
7 -43.627 36.639 14.427 -55.3569 20.741 10.7457 -57.7146 9.662 15.552 -52.9489 -7.08 15.0456 -41.0025 -21.194 11.3259
